graduation_year,unit_code,leaname,schname,status,subgroup,subgroup_name,schcount,leacount,seacount,sch_percent_enrolled,lea_percent_enrolled,sea_percent_enrolled
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,ENROLL,ALL,All Students (Total or Subtotal,30.0,921.0,62811.0,66.6666666666667,65.1343705799151,65.8858947059255
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,NOENROLL,ALL,All Students (Total or Subtotal,15.0,493.0,32406.0,,,
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,ENROLL,ECODIS,Economically Disadvantaged,14.0,223.0,20888.0,31.1111111111111,15.7708628005658,21.9105661208606
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,NOENROLL,ECODIS,Economically Disadvantaged,,274.0,18251.0,,,
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,ENROLL,F,Female,25.0,520.0,34692.0,55.5555555555556,36.7751060820368,36.3903370291505
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,NOENROLL,F,Female,9.0,230.0,13454.0,,,
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,NOENROLL,LEP,Limited English Proficiency,,23.0,1216.0,,,
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,ENROLL,M,Male,5.0,401.0,28119.0,11.1111111111111,28.3592644978784,29.4955576767751
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,NOENROLL,M,Male,6.0,263.0,18952.0,,,
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,ENROLL,MB,Black,5.0,186.0,15855.0,11.1111111111111,13.1541725601132,16.6311770320875
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,NOENROLL,MB,Black,,125.0,10013.0,,,
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,ENROLL,MHL,Hispanic,5.0,79.0,4229.0,11.1111111111111,5.58698727015559,
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,NOENROLL,MHL,Hispanic,,123.0,4886.0,,,
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,NOENROLL,MM,Multiracial,,9.0,989.0,,,
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,ENROLL,MW,White,20.0,618.0,38034.0,44.4444444444444,43.7057991513437,39.8959436921108
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,NOENROLL,MW,White,8.0,229.0,15306.0,,,
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,ENROLL,WDIS,Students With Disabilities,,40.0,3075.0,,,
2013,010303,Alamance-Burlington Schools,Alamance-Burlington Middle College,NOENROLL,WDIS,Students With Disabilities,,84.0,5726.0,,,
