agency_code,pct_AIG_MCR,pct_ALL_MCR,pct_AM7_MCR,pct_AS7_MCR,pct_BL7_MCR,pct_EDS_MCR,pct_ELS_MCR,pct_FCS_MCR,pct_FEM_MCR,pct_HI7_MCR,pct_HMS_MCR,pct_MALE_MCR,pct_MIG_MCR,pct_MIL_MCR,pct_MU7_MCR,pct_NEDS_MCR,pct_NSWD_MCR,pct_SWD_MCR,pct_WH7_MCR
360418,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
360428,95.0,91.2,,,88.4,88.8,95.0,,91.0,95.0,90.0,91.5,,,,95.0,95.0,47.5,90.2
360470,95.0,93.5,,,89.7,91.6,,,95.0,95.0,,90.9,,,,95.0,95.0,57.1,94.2
360494,95.0,94.7,,,94.7,81.3,,,95.0,,,91.7,,,,95.0,95.0,54.2,94.1
360LEA,95.0,91.2,,88.9,88.5,87.4,78.4,,94.1,94.0,94.1,88.5,,,89.6,93.9,95.0,47.0,91.8
36B000,,95.0,,,90.9,,,,93.5,,,95.0,,,,95.0,95.0,,95.0
36C000,95.0,95.0,,,95.0,90.9,,,95.0,,,95.0,,,,95.0,95.0,72.7,95.0
370312,95.0,93.4,,,87.2,88.9,,,95.0,,,89.4,,,,95.0,95.0,52.9,95.0
370LEA,95.0,93.4,,,87.2,88.9,,,95.0,,,89.4,,,,95.0,95.0,52.9,95.0
380308,,90.7,95.0,,,86.5,,,95.0,,,83.8,,,,94.7,95.0,57.1,90.0
380LEA,,90.7,95.0,,,86.5,,,95.0,,,83.8,,,,94.7,95.0,57.1,90.0
390322,92.9,86.6,,,86.0,86.8,,,93.5,95.0,,81.6,,,,86.3,95.0,34.6,80.0
390323,95.0,95.0,,,95.0,95.0,,,95.0,,,,,,,95.0,95.0,,95.0
390324,,86.6,,,88.8,85.5,,,92.6,95.0,,82.5,,,,88.2,95.0,51.6,78.9
390352,95.0,94.4,,,94.9,89.2,,,95.0,92.0,,92.6,,,90.0,95.0,95.0,72.0,95.0
390700,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
390LEA,95.0,91.0,,,90.8,88.5,,,95.0,95.0,,87.5,,,89.5,93.1,95.0,52.4,90.2
39A000,92.3,90.0,,,,,,,93.3,,,86.7,,,,89.8,95.0,,90.6
39B000,,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
400308,94.4,93.4,,,90.0,91.7,,,92.6,95.0,,94.1,,,,95.0,95.0,29.4,95.0
400315,,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,
400LEA,95.0,94.2,,,91.1,92.6,,,93.7,95.0,,94.8,,,,95.0,95.0,29.4,95.0
40304,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
40305,,95.0,,,95.0,,,,,,,95.0,,,,,95.0,,
40306,95.0,89.3,,,86.9,84.5,,,93.2,,,86.5,,,,92.9,95.0,39.3,93.8
410319,95.0,92.5,,90.0,95.0,94.2,95.0,,95.0,83.3,,87.0,,,,90.4,95.0,60.0,90.0
410326,95.0,95.0,,,95.0,95.0,,,95.0,,,,,,,95.0,95.0,,
410355,95.0,95.0,,,95.0,95.0,95.0,,95.0,95.0,94.7,91.4,,,,94.7,95.0,69.8,
410358,95.0,95.0,,90.0,95.0,95.0,81.8,,95.0,95.0,,94.3,,,95.0,95.0,95.0,63.6,95.0
410379,,5.0,,,5.0,,,,,,,5.0,,,,5.0,,5.0,
410390,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
410391,95.0,95.0,,,95.0,,,,95.0,,,,,,,95.0,95.0,,95.0
410394,95.0,88.0,,92.9,80.9,79.4,68.4,,91.2,74.1,,85.0,,,95.0,93.3,93.8,33.3,93.2
410395,95.0,95.0,,95.0,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
410399,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,
410401,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
410406,95.0,90.6,,95.0,83.7,89.1,95.0,,92.5,92.3,,88.1,,,95.0,92.7,95.0,48.8,95.0
410407,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,
410408,,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,
410458,,5.0,,,5.0,5.0,,,,,,5.0,,,,5.0,,5.0,5.0
410464,,5.0,,,,,,,,,,5.0,,,,5.0,,5.0,
410483,,95.0,,,95.0,,,,,,,95.0,,,,95.0,95.0,,
410484,95.0,90.0,,,91.7,87.6,75.0,,92.6,88.4,,87.2,,,80.0,95.0,95.0,56.4,87.8
410489,95.0,95.0,,,92.3,83.3,,,95.0,90.5,,93.3,,,92.3,95.0,95.0,36.4,95.0
410490,95.0,95.0,,95.0,89.1,83.0,,,95.0,95.0,,95.0,,,95.0,95.0,95.0,54.3,95.0
410508,95.0,95.0,,93.9,94.4,93.7,87.5,,95.0,95.0,,95.0,,,95.0,95.0,95.0,60.6,95.0
410529,95.0,95.0,,95.0,95.0,95.0,95.0,,95.0,95.0,,95.0,,,95.0,95.0,95.0,76.7,95.0
410544,95.0,93.5,,95.0,93.3,92.9,94.8,,95.0,93.7,95.0,91.2,,,,94.2,95.0,61.2,84.6
410545,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,,,95.0,,
410547,95.0,95.0,,,94.8,95.0,,,95.0,95.0,,95.0,,,91.7,95.0,95.0,70.0,95.0
410556,95.0,95.0,,95.0,94.7,95.0,95.0,,95.0,95.0,,95.0,,,,94.7,95.0,80.6,95.0
410562,95.0,95.0,,95.0,91.1,93.0,95.0,,93.3,95.0,,95.0,,,95.0,95.0,95.0,41.4,95.0
410569,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,
410579,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
410589,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
410595,95.0,94.2,,,90.8,90.2,95.0,,95.0,95.0,,91.0,,,95.0,95.0,95.0,51.6,95.0
410LEA,95.0,93.3,90.0,95.0,91.2,91.5,92.6,72.7,95.0,93.5,90.6,91.2,,95.0,95.0,94.7,95.0,50.9,94.6
41F000,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
41G000,,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
41K000,,95.0,,,95.0,,,,95.0,,,93.1,,,,95.0,95.0,,95.0
420346,,92.3,,,93.4,94.3,,,95.0,,,89.1,,,,90.2,95.0,61.9,
420358,,89.7,,,88.2,84.2,,,93.8,,,84.6,,,,95.0,95.0,,
420LEA,,91.4,,,91.5,90.1,,,95.0,,,87.7,,,,93.0,95.0,50.0,
421316,95.0,94.4,,,88.6,91.1,,,95.0,81.8,,92.7,,,,95.0,95.0,51.9,95.0
421LEA,95.0,94.4,,,88.6,91.1,,,95.0,81.8,,92.7,,,,95.0,95.0,51.9,95.0
422310,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,
422315,,91.7,,,91.4,91.3,,,94.1,,,89.5,,,,92.3,95.0,,
422LEA,95.0,95.0,,,95.0,94.6,,,95.0,,,93.3,,,,95.0,95.0,,
430341,,95.0,,,,,,,,,,,,,,,95.0,,
430345,,89.2,,,90.9,95.0,,,,,,89.7,,,,76.9,92.6,80.0,
430346,95.0,94.8,,,94.4,93.4,94.1,,95.0,93.1,,94.5,,,92.3,95.0,95.0,65.9,95.0
430371,95.0,95.0,,,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,70.3,95.0
430378,95.0,94.7,,,91.1,93.1,87.0,,95.0,95.0,,92.7,,,88.9,95.0,95.0,56.8,95.0
430384,95.0,95.0,,,94.0,95.0,,,95.0,95.0,,93.8,,95.0,86.4,95.0,95.0,69.7,95.0
430LEA,95.0,95.0,95.0,,94.1,94.5,93.0,,95.0,95.0,95.0,94.2,,93.9,91.7,95.0,95.0,66.5,95.0
440326,,89.7,,,,85.0,,,92.3,,,88.5,,,,94.7,90.9,,90.6
440346,,95.0,,,,95.0,,,95.0,,,,,,,95.0,95.0,,95.0
440378,95.0,95.0,,,,93.9,,,95.0,95.0,,95.0,,,,95.0,95.0,68.2,95.0
440390,95.0,93.9,,,,91.3,,,95.0,93.8,92.3,93.0,,,,95.0,95.0,51.7,94.0
440LEA,95.0,95.0,,,,92.3,,,95.0,95.0,88.5,94.6,,,94.1,95.0,95.0,61.4,95.0
450316,95.0,93.8,,,,93.3,,,95.0,90.8,,91.7,,,,94.1,95.0,62.5,95.0
450334,95.0,95.0,,,92.9,91.3,,,95.0,95.0,,93.5,,,,95.0,95.0,75.0,95.0
450341,,94.1,,,,89.1,50.0,,95.0,90.4,92.3,90.9,,,90.9,95.0,95.0,61.9,95.0
450343,,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
450352,95.0,95.0,,,,91.4,,,95.0,95.0,,93.4,,,,95.0,95.0,77.8,95.0
450354,,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
450LEA,95.0,95.0,,95.0,84.8,92.0,66.7,,95.0,93.1,94.4,92.7,,,92.1,95.0,95.0,69.6,95.0
460320,95.0,92.8,,,91.8,91.1,,,93.4,,95.0,92.2,,,,94.6,95.0,59.3,95.0
460322,95.0,95.0,,,95.0,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
460340,,95.0,,,95.0,,,,,,,,,,,,95.0,,
460LEA,95.0,94.3,,,93.1,92.2,,,95.0,,95.0,93.5,,,,95.0,95.0,59.3,95.0
470312,95.0,91.5,92.0,,89.6,90.4,,,94.3,94.8,,89.0,,95.0,88.0,93.8,95.0,46.9,94.2
470342,,87.5,,,87.5,84.6,,,,,,90.0,,,,,95.0,,
470443,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,95.0,,95.0,95.0,,95.0
470LEA,95.0,92.8,92.6,,90.9,91.5,,,95.0,95.0,,90.3,,95.0,88.9,95.0,95.0,47.1,95.0
480316,,95.0,,,,,,,,,,,,,,,95.0,,95.0
480318,,95.0,,,90.0,94.4,,,92.9,,,95.0,,,,95.0,95.0,,95.0
480LEA,,95.0,,,90.0,95.0,,,94.7,,,95.0,,,,95.0,95.0,,95.0
49,,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
490310,,95.0,,,,,,,94.4,,,95.0,,,,95.0,95.0,,95.0
490320,95.0,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
490335,95.0,94.7,,92.9,76.5,85.3,,,95.0,95.0,,92.3,,,,95.0,95.0,41.2,95.0
490346,95.0,92.1,,,,86.9,,,93.2,93.1,,91.1,,,,94.2,95.0,43.8,92.4
490350,,88.2,,,,84.2,,,92.9,,,85.0,,,,93.3,90.3,,94.1
490354,,92.9,,,95.0,92.0,61.5,,94.6,88.6,,91.1,,,95.0,93.9,95.0,40.0,86.0
490355,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
490362,95.0,95.0,,95.0,95.0,91.5,,,95.0,90.3,,93.8,,,95.0,95.0,95.0,45.8,95.0
490380,95.0,93.2,,,92.0,89.2,,,94.7,91.7,95.0,92.1,,,,95.0,95.0,42.1,95.0
490LEA,95.0,94.3,,93.2,94.3,90.5,63.3,,95.0,91.5,89.5,92.6,,,95.0,95.0,95.0,42.6,94.7
491312,95.0,92.7,,,83.3,84.9,,,95.0,95.0,,88.9,,,92.0,95.0,95.0,67.1,94.0
491LEA,95.0,92.7,,,83.3,84.9,,,95.0,95.0,,88.9,,,92.0,95.0,95.0,67.1,94.0
49F000,,95.0,,,,,,,,,,95.0,,,,95.0,95.0,,
500302,,95.0,,,,,,,95.0,,,,,,,94.7,95.0,,94.7
500323,,95.0,,,,,,,95.0,,,,,,,95.0,95.0,,95.0
500324,,73.3,,,,64.3,,,78.6,,,68.8,,,,81.3,81.5,,72.0
500340,95.0,92.5,,,,87.3,,,95.0,94.7,,88.5,,,,94.9,95.0,48.3,93.2
500LEA,95.0,91.3,85.7,,,85.1,,,95.0,95.0,,87.0,,,,94.0,95.0,42.4,91.8
50302,95.0,86.9,,,,79.8,,,91.2,76.9,,81.3,,,,91.7,93.7,45.2,88.1
510324,95.0,95.0,,,94.5,90.2,82.6,,95.0,90.9,,95.0,,,95.0,95.0,95.0,74.5,95.0
510327,95.0,95.0,,,95.0,93.3,92.3,,95.0,95.0,,95.0,,,95.0,95.0,95.0,78.4,95.0
510333,95.0,95.0,,,89.1,91.5,,,94.4,95.0,,95.0,,,91.7,95.0,95.0,63.0,95.0
510367,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
510368,95.0,91.6,,,76.9,89.5,,,95.0,95.0,,87.5,,,,93.2,95.0,50.0,92.6
510376,95.0,93.1,,,84.2,91.8,,,94.7,94.4,,91.8,,,,93.8,95.0,61.9,95.0
510399,95.0,95.0,,,95.0,95.0,95.0,,95.0,95.0,,95.0,,,85.7,95.0,95.0,93.8,95.0
510402,95.0,95.0,,,95.0,95.0,94.4,,95.0,95.0,,95.0,,,90.9,95.0,95.0,89.4,95.0
510406,95.0,94.7,,,90.9,89.9,64.7,,95.0,91.0,,91.7,,,95.0,95.0,95.0,68.9,95.0
510LEA,95.0,95.0,,95.0,93.7,93.3,87.7,,95.0,95.0,95.0,95.0,,95.0,94.2,95.0,95.0,73.1,95.0
51A000,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
520320,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,95.0,95.0
520LEA,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,95.0,95.0
530316,,5.0,,,,,,,,,,5.0,,,,,,5.0,5.0
530335,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
530336,95.0,95.0,,,93.3,95.0,95.0,,95.0,95.0,95.0,95.0,,,,95.0,95.0,84.0,95.0
530343,95.0,95.0,,,95.0,95.0,91.7,,95.0,95.0,,94.8,,,90.0,95.0,95.0,66.7,95.0
530LEA,95.0,94.8,,91.7,93.5,94.5,89.5,,95.0,95.0,88.2,92.7,,,95.0,95.0,95.0,56.9,94.3
540315,95.0,90.9,,,90.5,91.2,,,95.0,,,85.2,,,,89.3,95.0,42.3,
540317,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
540318,,50.0,,,,,,,,,,,,,,,,,
540324,95.0,91.4,,,82.9,87.3,,,93.9,95.0,,89.2,,,,95.0,95.0,48.0,95.0
540336,95.0,94.9,,,89.7,90.2,,,95.0,95.0,,91.9,,,,95.0,95.0,60.0,95.0
540LEA,95.0,92.2,,,88.6,90.3,90.9,,95.0,95.0,,88.7,,,95.0,95.0,95.0,48.2,94.8
550308,,70.6,,,,70.0,,,,,,78.6,,,,,69.2,,84.6
550320,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,80.0,95.0
550332,95.0,94.3,,,93.8,92.4,95.0,,90.6,93.3,,95.0,,,95.0,95.0,95.0,58.6,94.1
550344,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,72.7,95.0
550368,95.0,93.7,,,,90.0,,,95.0,94.4,,89.5,,,,95.0,95.0,57.1,93.2
550LEA,95.0,95.0,,,95.0,92.5,92.9,,95.0,95.0,,95.0,,,92.1,95.0,95.0,64.4,95.0
55A000,,95.0,,,,,,,95.0,95.0,,95.0,,,,95.0,95.0,95.0,95.0
560320,95.0,93.4,,,,93.8,,,95.0,95.0,,90.5,,,,93.2,95.0,36.4,92.6
560324,,86.7,,,,,,,95.0,,,80.0,,,,95.0,95.0,,87.0
560329,,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
560350,,27.0,,,,33.3,,,50.0,,,16.0,,,,21.1,38.5,5.0,22.6
560LEA,95.0,86.1,,,,83.3,,,93.7,89.8,,79.8,,,95.0,88.0,93.8,23.7,84.9
570317,,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
570318,95.0,91.8,,,,87.7,,,95.0,,,85.9,,,,94.8,95.0,47.6,91.5
570LEA,95.0,94.0,,,,90.0,,,95.0,,,89.1,,,,95.0,95.0,52.2,93.8
580344,95.0,88.9,,,85.4,79.2,,,92.9,,,85.7,,,,94.9,95.0,,94.1
580368,95.0,88.5,,,86.8,86.4,,,95.0,,,80.7,,,,89.7,95.0,12.5,91.7
580LEA,95.0,88.6,,,86.2,83.8,,,94.6,,,82.6,,,,91.5,95.0,17.4,92.2
58B000,,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
590328,95.0,93.0,,,,95.0,,,92.5,95.0,,94.1,,,,90.5,92.7,,90.7
590330,95.0,93.2,,,,89.7,81.8,,95.0,89.5,94.1,90.4,,,,95.0,95.0,58.8,93.4
590LEA,95.0,93.3,,95.0,,90.8,83.3,,95.0,91.7,95.0,90.8,,,,95.0,95.0,60.4,93.3
600302,95.0,95.0,,95.0,91.7,83.6,75.0,,95.0,88.6,,94.6,,,95.0,95.0,95.0,50.8,95.0
600312,95.0,92.3,,84.2,80.2,77.8,81.8,,93.9,91.0,,90.5,,,95.0,94.5,95.0,46.6,94.4
600334,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
600341,,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,
600361,95.0,93.0,,90.9,95.0,93.2,80.8,,95.0,91.8,,89.2,,,95.0,92.9,95.0,53.2,91.7
600364,,95.0,,,,,,,95.0,95.0,,,,,,95.0,95.0,,
600377,95.0,91.8,,94.4,90.4,88.2,73.0,,93.0,91.9,88.2,90.4,,,92.9,95.0,95.0,31.9,93.1
600386,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,
600397,,91.8,,95.0,89.5,92.3,92.7,,94.0,93.8,86.2,89.3,,,95.0,91.4,95.0,39.5,86.7
600404,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
600405,,89.2,,86.7,89.2,89.2,84.1,,91.8,90.0,90.5,86.8,,,,89.2,95.0,45.9,80.0
600415,95.0,89.7,,,88.4,86.5,72.7,,91.7,89.0,70.0,87.4,,,93.3,92.0,94.7,52.1,91.1
600426,95.0,94.5,,95.0,91.5,91.8,88.2,,94.7,95.0,95.0,94.2,,,95.0,95.0,95.0,65.0,94.5
600439,,75.0,,,80.0,70.0,,,,,,71.4,,,,,85.7,,
600443,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
600445,95.0,92.9,,95.0,92.4,89.9,95.0,,94.6,95.0,90.9,91.4,,,95.0,95.0,95.0,53.7,91.9
600454,,5.0,,,5.0,5.0,,,5.0,,,5.0,,,,5.0,,5.0,5.0
600457,95.0,93.0,,,92.9,91.7,89.3,,95.0,95.0,95.0,89.1,,,81.8,94.7,95.0,50.0,75.0
600461,,25.0,,,,,,,,,,,,,,,,27.3,
600466,95.0,93.0,,87.5,83.7,82.6,70.6,,94.3,90.5,90.6,91.8,,,93.8,95.0,95.0,52.5,95.0
600480,95.0,95.0,,95.0,95.0,92.6,92.9,,95.0,92.9,,93.1,,,85.7,95.0,95.0,56.3,95.0
600482,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,95.0,95.0,95.0,,95.0
600490,95.0,91.8,,95.0,91.9,91.4,83.8,,94.3,92.9,,89.4,,,95.0,92.0,95.0,42.9,86.5
600496,95.0,95.0,,95.0,95.0,93.9,,,94.8,94.5,,95.0,,,,95.0,95.0,23.8,93.3
600498,,89.8,,,87.9,86.4,,,93.9,90.9,,81.3,,,,92.6,95.0,,
600499,,84.9,,,82.8,87.5,,,87.3,85.7,,81.6,,,,84.4,85.4,,87.5
600508,95.0,92.6,,94.1,79.5,81.6,66.7,,95.0,92.5,,89.7,,,,93.6,95.0,32.4,94.0
600535,95.0,95.0,,95.0,95.0,95.0,92.2,,95.0,95.0,,95.0,,,95.0,95.0,95.0,68.8,95.0
600567,95.0,91.5,,,88.2,86.4,,,95.0,95.0,,85.0,,,,93.9,95.0,,95.0
600576,,93.8,,95.0,93.1,95.0,94.7,,95.0,95.0,88.5,91.0,,,,92.1,95.0,52.0,
600579,,92.8,,95.0,92.2,93.1,89.7,,95.0,92.3,93.3,88.9,,,95.0,92.6,95.0,59.3,85.7
600592,,88.1,,91.7,88.1,85.1,85.7,,89.2,90.4,81.8,87.1,,,,89.7,95.0,35.4,68.8
600594,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
600LEA,95.0,92.5,90.0,95.0,90.7,89.9,84.0,80.0,94.5,93.1,87.6,90.5,,,95.0,93.9,95.0,45.6,93.9
60302,,95.0,,,,93.6,,,95.0,,,93.9,,,,95.0,95.0,60.0,94.9
60334,,95.0,,,,95.0,,,,,,,,,,,95.0,,95.0
60700,95.0,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
60B000,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,
60D000,,95.0,,,95.0,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
60G000,,95.0,,,91.2,,,,95.0,95.0,,94.6,,,,95.0,95.0,63.6,95.0
60I000,,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,64.3,95.0
60K000,,95.0,,,95.0,,,,94.4,,,95.0,,,,95.0,95.0,,93.8
60S000,,89.2,,,90.0,,,,86.7,,,90.9,,,,88.9,95.0,,83.3
60U000,,54.5,,,54.3,45.0,58.3,,56.3,50.0,,53.6,,,,62.5,57.3,,
60V000,,94.3,,,93.8,95.0,,,94.4,,,94.1,,,,91.7,95.0,,
610332,,95.0,,,,95.0,,,95.0,,,,,,,95.0,95.0,,95.0
610334,95.0,92.2,,,,85.4,,,95.0,,,84.9,,,,95.0,95.0,50.0,92.5
610LEA,95.0,93.7,,,,88.2,,,95.0,91.7,,87.1,,,,95.0,95.0,50.0,93.6
61L000,,42.9,,,46.3,50.0,,,50.0,46.2,,37.1,,,,40.4,45.0,,
620310,,95.0,,,95.0,95.0,,,,95.0,,95.0,,,,,95.0,,
620316,95.0,95.0,,,95.0,95.0,94.4,,95.0,95.0,,95.0,,,,95.0,95.0,83.3,95.0
620340,95.0,90.8,,,87.9,87.3,,,94.1,93.8,,86.3,,,,93.8,95.0,33.3,90.8
620LEA,95.0,95.0,,,93.1,95.0,92.6,,95.0,95.0,,94.0,,,,95.0,95.0,67.5,94.3
630330,,80.0,,,,77.8,,,72.7,,,85.7,,,,,81.8,,95.0
630332,95.0,95.0,,,,94.9,90.0,,95.0,95.0,,94.4,,,,95.0,95.0,60.0,94.7
630336,95.0,89.9,,90.9,77.9,77.0,,,90.7,88.4,61.5,89.0,,94.3,95.0,95.0,95.0,28.8,93.3
630360,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,95.0,70.4,95.0
630LEA,95.0,92.8,95.0,92.9,81.9,85.7,85.7,,93.4,93.1,78.6,92.2,,95.0,95.0,95.0,95.0,45.2,94.9
640340,,85.7,,,80.0,90.0,,,,,,,,,,,84.6,,
640346,95.0,89.7,,,87.0,84.2,,,91.6,95.0,,87.6,,,95.0,95.0,95.0,36.8,90.7
640347,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
640350,95.0,85.9,,,84.1,83.2,,,92.4,78.3,,80.6,,,,88.0,95.0,25.6,89.7
640361,95.0,94.1,,,94.4,94.4,,,95.0,95.0,,90.8,,,,94.0,95.0,50.0,94.6
640364,95.0,95.0,,,90.5,93.0,95.0,,95.0,95.0,,94.4,,,,95.0,95.0,78.0,95.0
640LEA,95.0,91.8,,95.0,89.7,88.9,87.5,,95.0,94.8,93.3,88.7,,,88.9,94.1,95.0,48.1,93.6
64A000,,92.8,,,91.1,91.1,,,95.0,,,89.5,,,,95.0,95.0,,
650326,95.0,88.2,,95.0,84.1,82.2,76.9,,91.5,79.4,83.3,84.9,,,,93.2,95.0,31.0,91.5
650327,95.0,92.3,,,84.3,87.1,80.0,,93.8,94.6,78.6,90.9,,,93.8,95.0,95.0,55.7,93.2
650340,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
650342,95.0,93.9,,95.0,80.5,85.2,,,95.0,84.4,,92.8,,,95.0,95.0,95.0,60.8,95.0
650352,95.0,89.2,,,82.3,84.5,71.4,,93.3,86.7,75.0,84.4,,,93.8,94.1,95.0,38.0,94.1
650355,,50.0,,,16.7,53.8,,,46.7,,,52.6,,,,,86.7,21.1,54.5
650394,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
650LEA,95.0,90.5,83.3,95.0,81.8,84.4,74.5,,93.0,85.4,78.1,88.1,,,93.3,95.0,95.0,45.2,93.6
660336,,85.2,,,86.3,83.7,,,86.1,,,84.4,,,,87.5,95.0,42.1,
660400,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,
660LEA,,90.1,,,90.7,87.3,,,91.9,,,88.1,,,,93.1,95.0,45.0,
66A000,,92.4,,,92.0,86.4,,,94.4,,,90.0,,,,95.0,93.8,,
670320,95.0,95.0,,,70.0,92.1,,,94.6,95.0,,95.0,,95.0,,95.0,95.0,71.4,95.0
670324,95.0,95.0,,,95.0,95.0,,,95.0,94.1,95.0,95.0,,95.0,95.0,95.0,95.0,78.7,95.0
670333,95.0,94.5,,95.0,95.0,91.0,,,95.0,95.0,80.0,92.7,,95.0,92.3,95.0,95.0,57.5,92.9
670340,95.0,95.0,,,93.8,94.7,,,95.0,95.0,81.8,94.7,,95.0,90.0,95.0,95.0,80.6,95.0
670344,95.0,95.0,,,95.0,94.0,,,95.0,95.0,,94.0,,95.0,95.0,95.0,95.0,77.8,94.4
670352,95.0,93.9,,,95.0,92.8,,,95.0,95.0,88.9,90.8,,95.0,88.9,94.5,95.0,61.9,93.4
670364,95.0,94.8,,,95.0,93.1,,,95.0,94.7,,92.3,,95.0,95.0,95.0,95.0,68.4,93.3
670LEA,95.0,95.0,,95.0,94.9,93.8,95.0,,95.0,95.0,86.7,93.7,,95.0,95.0,95.0,95.0,70.4,95.0
680310,95.0,94.5,,,95.0,82.8,94.1,,95.0,92.9,,91.3,,,85.7,95.0,95.0,50.0,94.9
680332,95.0,91.6,,,94.3,87.0,,,91.0,91.1,78.6,92.3,,,66.7,93.3,95.0,55.0,92.6
680LEA,95.0,92.3,,,93.7,83.1,86.4,,93.7,92.1,75.0,90.9,,,74.1,95.0,95.0,54.0,93.4
681305,95.0,92.2,,95.0,95.0,95.0,89.5,,88.8,87.8,,95.0,,,95.0,91.2,93.9,80.0,90.9
681308,95.0,95.0,,95.0,88.1,92.8,95.0,,95.0,95.0,,95.0,,,95.0,95.0,95.0,70.4,95.0
681314,95.0,95.0,,95.0,85.7,87.2,92.3,,95.0,85.2,,95.0,,,92.0,95.0,95.0,61.1,95.0
681338,,78.9,,,,95.0,,,,,,72.7,,,,,84.6,,
681LEA,95.0,95.0,,95.0,89.2,92.6,93.6,,95.0,92.2,,95.0,,,95.0,95.0,95.0,71.1,95.0
68A000,,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
690320,95.0,92.5,,,92.9,88.6,,,94.4,,,89.7,,,,95.0,95.0,53.3,91.4
