vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url
(336)570-6180,2016,010326,502 N Graham Hopedale Road,Burlington,NC,27217.0,P,0.0,0.0,,E,http://eae.abss.k12.nc.us,PK-5,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,Eastlawn Elementary,State Of North Carolina,,513.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6420,2016,010328,4751 S NC 62,Burlington,NC,27215.0,P,0.0,0.0,,E,http://ehe.abss.k12.nc.us,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Edwin M Holt Elementary,State Of North Carolina,,587.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)538-6000,2016,010340,510 E Haggard Avenue,Elon,NC,27244.0,P,0.0,0.0,,E,http://ece.abss.k12.nc.us,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Elon Elementary,State Of North Carolina,,693.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)376-3673,2016,010346,5827 Church Road,Graham,NC,27253.0,P,0.0,0.0,,E,http://bje.abss.k12.nc.us,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,B Everett Jordan Elem,State Of North Carolina,,398.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(919)563-2088,2016,010347,3224 Old Hillsborough Road,Mebane,NC,27302.0,P,0.0,0.0,,E,http://age.abss.k12.nc.us,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Garrett Elementary,State Of North Carolina,,673.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6440,2016,010348,903 Trollinger Road,Graham,NC,27253.0,P,0.0,0.0,,H,http://grh.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Graham High,State Of North Carolina,,797.0,985.0,860.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)570-6460,2016,010350,311 E Pine Street,Graham,NC,27253.0,P,0.0,0.0,,M,http://grm.abss.k12.nc.us/,6-8,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,Graham Middle,State Of North Carolina,F,623.0,722.0,634.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6115,2016,010351,141 Trail One,Burlington,NC,27215.0,P,0.0,0.0,,E,http://gpe.abss.k12.nc.us,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Grove Park Elementary,State Of North Carolina,,654.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(919)563-5303,2016,010353,1951 S NC 119,Mebane,NC,27302.0,P,0.0,0.0,,M,http://ham.abss.k12.nc.us,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Hawfields Middle,State Of North Carolina,,641.0,722.0,634.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6125,2016,010354,316 Carden Street,Burlington,NC,27215.0,P,0.0,0.0,,E,http://hne.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Harvey R Newlin Elementary,State Of North Carolina,,596.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)578-0177,2016,010357,701 E Main Street,Haw River,NC,27258.0,P,0.0,0.0,,E,http://hre.abss.k12.nc.us,PK-5,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,Haw River Elementary,State Of North Carolina,,502.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6120,2016,010358,1714 W Davis Street,Burlington,NC,27215.0,P,0.0,0.0,,E,http://hie.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Hillcrest Elementary,State Of North Carolina,,621.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6100,2016,010360,2200 N Mebane Street,Burlington,NC,27217.0,P,0.0,0.0,,H,http://hch.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Hugh M Cummings High,State Of North Carolina,,899.0,985.0,860.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)570-6140,2016,010362,2235 Delaney Drive,Burlington,NC,27215.0,P,0.0,0.0,,E,http://mse.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Marvin B Smith Elementary,State Of North Carolina,,564.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)578-2272,2016,010364,1025 Trollinger Road,Graham,NC,27253.0,P,0.0,0.0,,E,http://nge.abss.k12.nc.us,PK-5,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,North Graham Elementary,State Of North Carolina,,348.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)421-3701,2016,010372,2847 Pleasant Grv Sch Road,Burlington,NC,27217.0,P,0.0,0.0,,E,http://pge.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,"Pleasant Grove Elementary, Burlington",State Of North Carolina,,245.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6170,2016,010374,2630 Buckingham Road,Burlington,NC,27217.0,P,0.0,0.0,,E,http://rae.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,R Homer Andrews Elementary,State Of North Carolina,,568.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6644,2016,010378,609 Ray Street,Graham,NC,27253.0,P,0.0,0.0,,A,http://.abss.k12.nc.us,K-12,"Alternative Education, Traditional Calendar",A,,Alternative Education,Traditional Calendar,,,,,Y,,Alamance-Burlington Schools,Ray Street Academy,State Of North Carolina,,95.0,95.0,511.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)570-6520,2016,010380,320 Ivey Road,Graham,NC,27253.0,P,0.0,0.0,,E,http://sge.abss.k12.nc.us,PK-5,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,South Graham Elementary,State Of North Carolina,,581.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(919)563-6905,2016,010384,600 S 3rd Street,Mebane,NC,27302.0,P,0.0,0.0,,E,http://sme.abss.k12.nc.us,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,South Mebane Elementary,State Of North Carolina,,606.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6400,2016,010388,631 Southern High Road,Graham,NC,27253.0,P,0.0,0.0,,H,http://sah.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,Y,,,,,Alamance-Burlington Schools,Southern High,State Of North Carolina,,1508.0,985.0,860.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)570-6500,2016,010390,771 Southern High Road,Graham,NC,27253.0,P,0.0,0.0,,M,http://sam.abss.k12.nc.us,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,"Southern Middle, Graham",State Of North Carolina,,770.0,722.0,634.0,,,https://www.abss.k12.nc.us/Page/27733
(336)376-3350,2016,010392,7718 Sylvan Road,Snow Camp,NC,27349.0,P,0.0,0.0,,E,http://sye.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Sylvan Elementary,State Of North Carolina,,301.0,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6150,2016,010394,1710 Edgewood Avenue,Burlington,NC,27215.0,P,0.0,0.0,,M,http://tum.abss.k12.nc.us/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Turrentine Middle,State Of North Carolina,F,804.0,722.0,634.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6161,2016,010396,1307 S Church Street,Burlington,NC,27215.0,P,0.0,0.0,,H,http://wwh.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Walter M Williams High,State Of North Carolina,,1158.0,985.0,860.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)538-6020,2016,010400,1731 N NC 87,Elon,NC,27244.0,P,0.0,0.0,,H,http://wah.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Western Alamance High,State Of North Carolina,,1211.0,985.0,860.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)538-6010,2016,010403,2100 Eldon Drive,Elon,NC,27244.0,P,0.0,0.0,,M,http://wam.abss.k12.nc.us/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Western Middle,State Of North Carolina,,878.0,722.0,634.0,,,https://www.abss.k12.nc.us/Page/27733
(919)563-3222,2016,010406,3970 Mebane Rogers Road,Mebane,NC,27302.0,P,0.0,0.0,,M,http://wom.abss.k12.nc.us/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Woodlawn Middle,State Of North Carolina,,552.0,722.0,634.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6060,2016,010LEA,1712 Vaughn Road,Burlington,NC,27217.0,P,0.0,0.0,William Harrison,H,http://www.abss.k12.nc.us,,,,,,,,,,,,,Alamance-Burlington Schools,,State Of North Carolina,,,985.0,860.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6060,2016,010LEA,1712 Vaughn Road,Burlington,NC,27217.0,P,0.0,0.0,William Harrison,A,http://www.abss.k12.nc.us,,,,,,,,,,,,,Alamance-Burlington Schools,,State Of North Carolina,,,95.0,511.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6060,2016,010LEA,1712 Vaughn Road,Burlington,NC,27217.0,P,0.0,0.0,William Harrison,M,http://www.abss.k12.nc.us,,,,,,,,,,,,,Alamance-Burlington Schools,,State Of North Carolina,,,722.0,634.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6060,2016,010LEA,1712 Vaughn Road,Burlington,NC,27217.0,P,0.0,0.0,William Harrison,E,http://www.abss.k12.nc.us,,,,,,,,,,,,,Alamance-Burlington Schools,,State Of North Carolina,,,528.0,493.0,,,https://www.abss.k12.nc.us/Page/27733
(336)229-0909,2016,01B000,1242 South Main Street,Graham,NC,27253.0,C,0.0,0.0,Jeffrey Dishmon,A,http://www.rivermill-academy.org,K-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,River Mill Academy,State Of North Carolina,,697.0,,511.0,N,,
(336)586-9440,2016,01C000,2454 Altamhaw Union Ridge Road,Burlington,NC,27217.0,C,0.0,0.0,Walter R. Finnigan,A,http://www.cgsnc.org,K-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,Clover Garden,State Of North Carolina,,617.0,,511.0,N,,
(336)376-1122,2016,01D000,1735 Saxapahaw Bethlehem Churc,Saxapahaw,NC,27340.0,C,0.0,0.0,Kenneth E Moles II,T,http://www.thehawbridgeschool.org,5-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Charter and Non-District Affiliated Schools,The Hawbridge School,State Of North Carolina,,303.0,,268.0,N,,
(828)632-7063,2016,020302,223 School Drive,Taylorsville,NC,28681.0,P,0.0,0.0,,H,http://www.alexander.k12.nc.us/alexandercentral,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,Y,,,Alexander County Schools,Alexander Central High,State Of North Carolina,,1478.0,1478.0,860.0,Y,,
(828)495-8198,2016,020304,7900 NC Hwy 127,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/bethlehem,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Bethlehem Elementary,State Of North Carolina,,474.0,340.0,493.0,,,
(828)632-7565,2016,020306,1285 White Plains Road,Hiddenite,NC,28636.0,P,0.0,0.0,,M,http://www.alexander.k12.nc.us/eastalexander,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alexander County Schools,East Alexander Middle,State Of North Carolina,,601.0,543.0,634.0,,,
(828)632-4866,2016,020308,175 Ellendale Park Lane,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/ellendale,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Ellendale Elementary,State Of North Carolina,,312.0,340.0,493.0,,,
(828)632-2503,2016,020316,374 Sulphur Springs Road,Hiddenite,NC,28636.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/hiddenite,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Hiddenite Elementary,State Of North Carolina,,512.0,340.0,493.0,,,
(704)585-6981,2016,020320,311 Stony Point School Road,Stony Point,NC,28678.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/stonypoint,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Stony Point Elementary,State Of North Carolina,,255.0,340.0,493.0,,,
(828)632-2192,2016,020324,3600 NC Hwy 16N,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/sugarloaf,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Sugar Loaf Elementary,State Of North Carolina,,237.0,340.0,493.0,,,
(828)632-3072,2016,020328,100 7th Street SW,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/taylorsville,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Taylorsville Elementary,State Of North Carolina,,300.0,340.0,493.0,,,
(828)495-4611,2016,020330,85 Bulldog Lane,Taylorsville,NC,28681.0,P,0.0,0.0,,M,http://www.alexander.k12.nc.us/westalexander,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alexander County Schools,West Alexander Middle,State Of North Carolina,,484.0,543.0,634.0,,,
(828)632-2395,2016,020332,7300 Church Road,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/wittenburg,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Wittenburg Elementary,State Of North Carolina,,290.0,340.0,493.0,,,
(828)632-7001,2016,020LEA,700 Liledoun Road,Taylorsville,NC,28681.0,P,0.0,0.0,Jennifer F Hefner,H,http://www.alexander.k12.nc.us,,,,,,,,,,,,,Alexander County Schools,,State Of North Carolina,,,1478.0,860.0,,,
(828)632-7001,2016,020LEA,700 Liledoun Road,Taylorsville,NC,28681.0,P,0.0,0.0,Jennifer F Hefner,E,http://www.alexander.k12.nc.us,,,,,,,,,,,,,Alexander County Schools,,State Of North Carolina,,,340.0,493.0,,,
(828)632-7001,2016,020LEA,700 Liledoun Road,Taylorsville,NC,28681.0,P,0.0,0.0,Jennifer F Hefner,M,http://www.alexander.k12.nc.us,,,,,,,,,,,,,Alexander County Schools,,State Of North Carolina,,,543.0,634.0,,,
(336)372-4554,2016,030304,404 Trojan Avenue,Sparta,NC,28675.0,P,0.0,0.0,,H,https://sites.google.com/a/alleghany.k12.nc.us/ahs/,9-12,"Regular School, Traditional Calendar",R,http://www.alleghany.k12.nc.us/superintendent-welcome,Regular School,Traditional Calendar,,,,,,,Alleghany County Schools,Alleghany High,State Of North Carolina,,450.0,450.0,860.0,Y,,
(336)657-3388,2016,030308,32 Glade Creek Sch Road,Ennice,NC,28623.0,P,0.0,0.0,,I,https://sites.google.com/a/alleghany.k12.nc.us/glade-creek-school/Home,PK-8,"Regular School, Traditional Calendar",R,http://www.alleghany.k12.nc.us/superintendent-welcome,Regular School,Traditional Calendar,Y,,,,,,Alleghany County Schools,Glade Creek Elementary,State Of North Carolina,,235.0,309.0,475.0,,,
(336)359-2988,2016,030316,559 Piney Creek Sch Road,Piney Creek,NC,28663.0,P,0.0,0.0,,I,https://sites.google.com/a/alleghany.k12.nc.us/piney-creek-school-1/,PK-8,"Regular School, Traditional Calendar",R,http://www.alleghany.k12.nc.us/superintendent-welcome,Regular School,Traditional Calendar,Y,,,,,,Alleghany County Schools,Piney Creek Elementary,State Of North Carolina,,154.0,309.0,475.0,,,
(336)372-8546,2016,030320,450 N Main Street,Sparta,NC,28675.0,P,0.0,0.0,,I,https://sites.google.com/a/alleghany.k12.nc.us/sparta-elementary-school/,PK-8,"Regular School, Traditional Calendar",R,http://www.alleghany.k12.nc.us/superintendent-welcome,Regular School,Traditional Calendar,Y,,,,,,Alleghany County Schools,Sparta Elementary,State Of North Carolina,,537.0,309.0,475.0,,,
(336)372-4345,2016,030LEA,85 Peachtree Street,Sparta,NC,28675.0,P,0.0,0.0,Chad S Beasley,H,http://www.alleghany.k12.nc.us,,,,http://www.alleghany.k12.nc.us/superintendent-welcome,,,,,,,,,Alleghany County Schools,,State Of North Carolina,,,450.0,860.0,,,
(336)372-4345,2016,030LEA,85 Peachtree Street,Sparta,NC,28675.0,P,0.0,0.0,Chad S Beasley,I,http://www.alleghany.k12.nc.us,,,,http://www.alleghany.k12.nc.us/superintendent-welcome,,,,,,,,,Alleghany County Schools,,State Of North Carolina,,,309.0,475.0,,,
(704)272-5396,2016,040304,177 Ledbetter Street,Polkton,NC,28135.0,P,0.0,0.0,,H,http://www.ansonschools.org,9-13,"Regular School, Traditional Calendar",R,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-%202015-16.pdf,Regular School,Traditional Calendar,,,,Y,,,Anson County Schools,Anson Co. Early College High,State Of North Carolina,,210.0,261.0,860.0,Y,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-7447,2016,040305,118 N. Ashe Street,Wadesboro,NC,28170.0,P,0.0,0.0,,H,http://www.ansonschools.org,9-12,"Alternative Education, Traditional Calendar",A,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-%202015-16.pdf,Alternative Education,Traditional Calendar,,,,Y,Y,,Anson County Schools,Anson Academy,State Of North Carolina,P,84.0,261.0,860.0,Y,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-9301,2016,040306,96 Anson High School Road,Wadesboro,NC,28170.0,P,0.0,0.0,,H,http://ahs.ansonschools.org/home.aspx,9-12,"Regular School, Traditional Calendar",R,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-%202015-16.pdf,Regular School,Traditional Calendar,,,Y,Y,,,Anson County Schools,Anson High School,State Of North Carolina,P,618.0,261.0,860.0,Y,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)826-8337,2016,040308,9104 Hwy 52 N,Ansonville,NC,28007.0,P,0.0,0.0,,E,http://aes.ansonschools.org/home.aspx,K-6,"Regular School, Traditional Calendar",R,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-%202015-16.pdf,Regular School,Traditional Calendar,Y,,,,,,Anson County Schools,Ansonville Elementary,State Of North Carolina,,186.0,339.0,493.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-3945,2016,040309,832 US Hwy 52 N,Wadesboro,NC,28170.0,P,0.0,0.0,,M,http://ams.ansonschools.org/home.aspx,7-8,"Regular School, Traditional Calendar",R,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-%202015-16.pdf,Regular School,Traditional Calendar,,,,Y,,,Anson County Schools,Anson Middle,State Of North Carolina,,554.0,339.0,634.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-4423,2016,040311,1542 Hwy 52 S,Wadesboro,NC,28170.0,P,0.0,0.0,,E,http://wps.ansonschools.org/home.aspx,K-5,"Regular School, Traditional Calendar",R,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-%202015-16.pdf,Regular School,Traditional Calendar,Y,,,Y,,,Anson County Schools,Wadesboro Primary,State Of North Carolina,,520.0,339.0,493.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)848-4975,2016,040316,121 Camden Street,Lilesville,NC,28091.0,P,0.0,0.0,,E,http://les.ansonschools.org/home.aspx,K-6,"Regular School, Traditional Calendar",R,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-%202015-16.pdf,Regular School,Traditional Calendar,Y,,,Y,,,Anson County Schools,Lilesville Elementary,State Of North Carolina,,302.0,339.0,493.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)851-9306,2016,040324,6715 Hwy 52 S,Morven,NC,28119.0,P,0.0,0.0,,E,http://mes.ansonschools.org/home.aspx,K-6,"Regular School, Traditional Calendar",R,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-%202015-16.pdf,Regular School,Traditional Calendar,Y,,,Y,,,Anson County Schools,Morven Elementary,State Of North Carolina,P,223.0,339.0,493.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
