year,agency_code,pct_eds,pct_eds_masking
2019,08A000,72.4,
2019,090315,74.4,
2019,090317,83.9,
2019,090318,83.5,
2019,090320,71.2,
2019,090324,85.2,
2019,090328,81.8,
2019,090330,70.7,
2019,090332,75.5,
2019,090333,83.2,
2019,090352,77.9,
2019,090365,83.9,
2019,090368,71.7,
2019,090376,74.5,
2019,09A000,72.3,
2019,09B000,40.0,
2019,100302,55.6,
2019,100304,71.9,
2019,100307,46.8,
2019,100308,83.0,
2019,100309,75.5,
2019,100310,73.3,
2019,100316,69.4,
2019,100320,81.8,
2019,100326,62.9,
2019,100332,66.1,
2019,100334,51.6,
2019,100335,61.9,
2019,100336,55.5,
2019,100338,84.7,
2019,100339,64.6,
2019,100340,59.6,
2019,100342,75.5,
2019,100344,73.3,
2019,100348,57.3,
2019,10A000,34.6,
2019,10B000,16.5,
2019,110303,83.1,
2019,110304,37.2,
2019,110306,59.2,
2019,110308,61.8,
2019,110318,54.9,
2019,110320,49.9,
2019,110322,39.6,
2019,110323,44.7,
2019,110324,44.2,
2019,110326,32.2,
2019,110332,53.0,
2019,110336,43.2,
2019,110338,54.9,
2019,110340,58.2,
2019,110342,68.4,
2019,110348,45.7,
2019,110352,45.6,
2019,110356,44.0,
2019,110366,32.4,
2019,110368,44.4,
2019,110370,41.1,
2019,110372,56.3,
2019,110376,69.4,
2019,110379,48.6,
2019,110380,37.9,
2019,110381,46.6,
2019,110382,47.8,
2019,110384,48.2,
2019,110388,57.3,
2019,110401,60.1,
2019,110408,71.8,
2019,110410,63.9,
2019,110412,59.7,
2019,110416,33.7,
2019,110420,45.2,
2019,110422,44.5,
2019,110425,59.9,
2019,110428,41.5,
2019,110432,42.3,
2019,110436,58.9,
2019,110444,45.5,
2019,110450,50.1,
2019,110451,73.6,
2019,110500,22.0,
2019,111302,25.2,
2019,111304,55.1,
2019,111306,36.4,
2019,111307,53.0,
2019,111312,36.2,
2019,111332,39.4,
2019,111356,39.8,
2019,111360,44.2,
2019,111369,43.8,
2019,111700,23.9,
2019,11A000,11.8,
2019,11B000,13.8,
2019,11C000,12.8,
2019,11D000,13.4,
2019,11K000,15.5,
2019,120308,80.5,
2019,120310,28.1,
2019,120312,65.6,
2019,120314,45.9,
2019,120315,58.1,
2019,120316,79.5,
2019,120318,51.8,
2019,120320,65.4,
2019,120324,68.7,
2019,120334,50.4,
2019,120338,64.5,
2019,120340,91.9,
2019,120344,66.3,
2019,120346,42.0,
2019,120350,48.9,
2019,120352,51.9,
2019,120354,82.6,
2019,120360,60.4,
2019,120364,54.3,
2019,120368,70.3,
2019,120370,42.1,
2019,120374,52.2,
2019,120376,58.2,
2019,120380,60.0,
2019,120386,64.5,
2019,120390,81.5,
2019,12A000,20.0,
2019,130304,58.1,
2019,130307,10.3,
2019,130308,43.4,
2019,130309,31.2,
2019,130310,43.7,
2019,130311,47.1,
2019,130312,9.5,
2019,130313,50.5,
2019,130314,51.3,
2019,130315,35.1,
2019,130316,46.6,
2019,130317,55.0,
2019,130318,50.7,
2019,130319,6.1,
2019,130320,13.7,
2019,130321,53.3,
2019,130322,37.4,
2019,130323,34.0,
2019,130324,28.3,
2019,130325,40.3,
2019,130326,38.9,
2019,130327,52.5,
2019,130328,48.6,
2019,130329,65.2,
2019,130330,39.2,
2019,130331,31.5,
2019,130332,16.0,
2019,130333,39.6,
2019,130336,11.6,
2019,130337,12.2,
2019,130338,53.4,
2019,130340,43.6,
2019,130342,49.9,
2019,130344,54.5,
2019,130345,24.1,
2019,130346,18.9,
2019,130349,41.1,
2019,130350,36.6,
2019,130355,49.0,
2019,132304,32.6,
2019,132308,41.7,
2019,132312,45.7,
2019,132314,30.6,
2019,132328,40.8,
2019,132330,39.7,
2019,132332,49.2,
2019,132336,43.5,
2019,13A000,14.9,
2019,13B000,36.1,
2019,13C000,57.1,
2019,13D000,50.1,
2019,140304,60.2,
2019,140305,43.1,
2019,140306,63.9,
2019,140307,60.5,
2019,140308,62.2,
2019,140309,32.2,
2019,140312,77.2,
2019,140316,61.9,
2019,140324,48.2,
2019,140332,77.3,
2019,140336,42.3,
2019,140340,45.5,
2019,140344,61.8,
2019,140348,47.6,
2019,140352,61.9,
2019,140356,53.6,
2019,140360,64.7,
2019,140368,57.5,
2019,140372,43.9,
2019,140376,67.5,
2019,140384,58.2,
2019,140386,42.3,
2019,140388,67.5,
2019,140390,67.8,
2019,140392,68.3,
2019,140396,50.8,
2019,150304,20.9,
2019,150308,23.7,
2019,150310,21.3,
2019,150312,25.4,
2019,150350,15.2,
2019,160304,78.6,
2019,160306,60.6,
2019,160308,71.3,
2019,160309,87.5,
2019,160310,67.0,
2019,160311,41.4,
2019,160313,59.8,
2019,160314,33.1,
2019,160316,67.7,
2019,160317,58.3,
2019,160318,52.1,
2019,160322,59.6,
2019,160324,72.7,
2019,160326,64.5,
2019,160332,71.1,
2019,160343,64.6,
2019,160344,49.6,
2019,160352,39.2,
2019,16B000,27.4,
2019,170316,55.1,
2019,170334,57.4,
2019,170338,66.0,
2019,170339,63.9,
2019,170342,50.7,
2019,170344,48.2,
2019,180302,50.1,
2019,180304,49.7,
2019,180308,30.4,
2019,180312,59.7,
2019,180316,50.4,
2019,180320,50.0,
2019,180323,61.5,
2019,180324,66.1,
2019,180325,37.0,
2019,180326,47.6,
2019,180332,66.7,
2019,180336,42.3,
2019,180340,35.8,
2019,180342,41.8,
2019,180343,64.2,
2019,180344,59.1,
2019,180346,44.4,
2019,180348,37.6,
2019,180352,36.5,
2019,180356,38.9,
2019,180360,64.9,
2019,180364,57.8,
2019,180368,26.1,
2019,180372,46.5,
2019,180376,46.3,
2019,180379,50.1,
2019,180380,46.3,
2019,180388,77.5,
2019,181312,53.8,
2019,181316,74.0,
2019,181318,53.7,
2019,181322,47.6,
2019,181326,47.5,
2019,181332,54.6,
2019,181336,51.5,
2019,181342,61.5,
2019,181344,67.2,
2019,182304,63.5,
2019,182316,53.7,
2019,182321,59.2,
2019,182322,53.5,
2019,182324,73.0,
2019,182328,73.6,
2019,182700,18.6,
2019,190304,40.7,
2019,190308,59.1,
2019,190310,78.3,
2019,190312,87.2,
2019,190316,37.3,
2019,190328,41.1,
2019,190332,54.3,
2019,190336,74.3,
2019,190339,20.1,
2019,190340,47.8,
2019,190341,34.5,
2019,190342,26.5,
2019,190346,18.3,
2019,190348,37.9,
2019,190350,85.3,
2019,190352,39.3,
2019,190370,91.7,
2019,190501,15.0,
2019,19A000,14.9,
2019,19B000,5.0,2.0
2019,19C000,5.0,2.0
2019,200304,42.9,
2019,200308,60.8,
2019,200310,66.8,
2019,200312,26.1,
2019,200314,48.2,
2019,200320,29.1,
2019,200322,49.3,
2019,200324,35.9,
2019,200328,47.6,
2019,200330,47.7,
2019,200332,38.3,
2019,200336,49.2,
2019,200350,38.5,
2019,20A000,39.0,
2019,210304,65.9,
2019,210306,66.6,
2019,210312,52.5,
2019,210316,68.5,
2019,220308,64.2,
2019,220310,42.3,
2019,220312,55.3,
2019,230304,45.4,
2019,230308,55.8,
2019,230312,49.3,
2019,230316,59.4,
2019,230320,51.7,
2019,230322,46.7,
2019,230324,44.9,
2019,230328,54.2,
2019,230330,71.2,
2019,230334,66.8,
2019,230336,58.4,
2019,230340,48.0,
2019,230342,78.3,
2019,230344,52.2,
2019,230346,74.6,
2019,230348,53.5,
2019,230350,43.4,
2019,230351,59.9,
2019,230352,54.9,
2019,230355,65.2,
2019,230357,65.5,
2019,230359,41.4,
2019,230361,59.4,
2019,230362,47.1,
2019,230364,55.8,
2019,230368,64.7,
2019,230370,52.6,
2019,230376,66.0,
2019,230380,50.0,
2019,23A000,20.6,
2019,240304,79.5,
2019,240308,82.1,
2019,240328,71.3,
2019,240332,91.3,
2019,240334,73.5,
2019,240344,85.8,
2019,240352,69.6,
2019,240354,79.8,
2019,240356,73.9,
2019,240368,65.8,
2019,240370,69.1,
2019,240371,63.4,
2019,240372,75.3,
2019,240373,65.2,
2019,240376,78.4,
2019,240380,73.9,
2019,240388,69.5,
2019,241304,76.8,
2019,241308,84.6,
2019,241312,95.0,1.0
2019,241316,70.3,
2019,241320,86.9,
2019,24B000,69.1,
2019,24N000,69.7,
2019,250304,57.7,
2019,250306,54.1,
2019,250308,69.6,
2019,250312,54.0,
2019,250314,45.8,
2019,250316,25.4,
2019,250320,79.6,
2019,250321,30.6,
2019,250324,45.1,
2019,250328,67.4,
2019,250332,67.1,
2019,250336,66.3,
2019,250340,50.6,
2019,250344,67.5,
2019,250348,87.6,
2019,250350,74.4,
2019,250356,51.1,
2019,250360,80.6,
2019,250362,58.2,
2019,250364,74.9,
2019,250368,47.4,
2019,250372,64.7,
2019,250376,72.9,
2019,250378,38.9,
2019,250380,53.8,
2019,260302,43.9,
2019,260306,49.5,
2019,260308,59.0,
2019,260310,65.5,
2019,260312,56.0,
2019,260316,75.3,
2019,260318,35.9,
2019,260320,77.7,
2019,260321,75.6,
2019,260322,71.4,
2019,260325,50.6,
2019,260326,79.4,
2019,260332,39.9,
2019,260336,63.1,
2019,260338,75.2,
2019,260340,67.9,
2019,260342,54.2,
2019,260344,67.6,
2019,260347,53.1,
2019,260348,62.8,
2019,260352,78.7,
2019,260354,61.4,
2019,260356,50.7,
2019,260357,45.0,
2019,260358,82.9,
2019,260359,64.9,
2019,260361,90.0,
2019,260362,50.7,
2019,260363,60.4,
2019,260364,55.8,
2019,260365,57.8,
2019,260366,48.0,
2019,260367,62.0,
2019,260368,55.1,
2019,260369,38.3,
2019,260370,56.9,
2019,260371,71.3,
2019,260372,74.4,
2019,260373,55.9,
2019,260374,69.7,
2019,260375,50.9,
2019,260380,47.8,
2019,260382,75.8,
2019,260383,57.3,
2019,260386,81.5,
2019,260388,34.6,
2019,260396,72.1,
2019,260397,45.4,
2019,260398,54.7,
2019,260400,71.5,
2019,260401,66.8,
2019,260402,73.2,
2019,260403,51.6,
2019,260404,72.0,
2019,260405,91.4,
2019,260406,52.0,
2019,260407,50.0,
2019,260408,59.5,
2019,260410,64.0,
2019,260411,63.5,
2019,260412,47.5,
2019,260413,78.5,
2019,260414,68.8,
2019,260415,53.7,
2019,260416,68.0,
2019,260417,54.9,
2019,260418,49.8,
2019,260419,77.3,
2019,260424,71.7,
2019,260425,60.3,
2019,260426,74.1,
2019,260427,64.9,
2019,260428,72.7,
2019,260430,46.0,
2019,260432,49.7,
2019,260434,30.6,
2019,260440,73.1,
2019,260444,90.2,
2019,260446,55.3,
2019,260448,45.2,
2019,260449,70.4,
2019,260450,77.8,
2019,260452,80.8,
2019,260454,72.6,
2019,260455,66.9,
2019,260459,69.1,
2019,260700,51.0,
2019,26B000,49.3,
2019,26C000,59.1,
2019,270304,45.4,
2019,270306,24.3,
2019,270308,36.3,
2019,270309,49.1,
2019,270310,33.8,
2019,270311,18.5,
2019,270312,34.6,
2019,270316,17.8,
2019,270318,26.5,
2019,270320,47.8,
2019,27A000,5.0,2.0
2019,280302,65.7,
2019,280304,49.4,
2019,280306,37.5,
2019,280308,18.1,
2019,280310,42.2,
2019,280312,52.4,
2019,280316,34.1,
2019,280320,47.3,
2019,280324,42.5,
2019,280328,29.2,
2019,280330,21.0,
2019,290302,63.4,
2019,290306,29.0,
2019,290307,63.6,
2019,290308,36.7,
2019,290309,55.3,
2019,290310,63.8,
2019,290312,61.3,
2019,290314,70.5,
2019,290315,23.8,
2019,290316,42.7,
2019,290320,56.3,
2019,290322,52.0,
2019,290324,35.7,
2019,290328,48.3,
2019,290330,26.9,
2019,290332,64.4,
2019,290333,32.3,
2019,290334,37.3,
2019,290336,33.1,
2019,290344,35.9,
2019,290348,25.2,
2019,290349,27.2,
2019,290350,37.1,
2019,290351,29.5,
2019,290352,53.8,
2019,290356,54.7,
2019,290364,71.5,
2019,290365,46.9,
2019,290366,65.5,
2019,290367,57.7,
2019,290375,53.8,
2019,290376,55.1,
2019,290380,32.3,
2019,290384,50.7,
2019,290388,40.1,
2019,290389,40.6,
2019,291308,65.5,
2019,291332,60.9,
2019,291336,50.3,
2019,291340,64.6,
2019,291348,68.3,
2019,291350,38.9,
2019,291352,57.3,
2019,292316,60.2,
2019,292318,63.6,
2019,292320,56.7,
2019,292324,45.0,
2019,295300,78.0,
2019,298202,54.2,
2019,298203,5.0,2.0
2019,298204,5.0,2.0
2019,29A000,22.7,
2019,300306,78.3,
2019,300308,75.6,
2019,300310,49.9,
2019,300312,37.1,
2019,300314,43.9,
2019,300320,60.8,
2019,300325,37.6,
2019,300326,35.4,
2019,300328,19.1,
2019,300330,65.1,
2019,300336,56.0,
2019,300337,30.5,
2019,310304,69.5,
2019,310308,59.8,
2019,310330,60.5,
2019,310336,85.0,
2019,310338,67.8,
2019,310344,56.6,
2019,310352,74.0,
2019,310356,68.6,
2019,310360,64.8,
2019,310364,54.4,
2019,310384,78.9,
2019,310388,74.7,
2019,310392,70.3,
2019,320304,56.3,
2019,320306,74.2,
2019,320308,58.8,
2019,320309,53.6,
2019,320310,69.5,
2019,320312,39.3,
2019,320313,29.1,
2019,320314,51.4,
2019,320315,65.4,
2019,320316,68.9,
2019,320317,56.3,
2019,320318,57.4,
2019,320319,43.4,
2019,320320,58.3,
2019,320322,77.4,
2019,320323,35.9,
2019,320324,65.2,
2019,320325,66.1,
2019,320327,68.7,
2019,320328,82.1,
2019,320329,,3.0
2019,320332,57.3,
2019,320336,,3.0
2019,320338,80.8,
2019,320339,54.9,
2019,320340,39.8,
2019,320341,87.6,
2019,320342,38.8,
2019,320343,64.6,
2019,320344,70.3,
2019,320346,80.0,
2019,320347,35.8,
2019,320348,23.6,
2019,320352,59.6,
2019,320353,26.2,
2019,320354,36.5,
2019,320355,76.2,
2019,320356,58.1,
2019,320360,79.4,
2019,320362,72.5,
2019,320363,50.8,
2019,320364,30.1,
2019,320365,54.2,
2019,320366,59.8,
2019,320367,50.7,
2019,320368,65.0,
2019,320369,70.5,
2019,320370,46.2,
2019,320372,58.3,
2019,320374,74.6,
2019,320376,61.7,
2019,320388,59.9,
2019,320400,70.6,
2019,320701,53.2,
2019,32A000,95.0,1.0
2019,32B000,69.9,
2019,32C000,69.5,
2019,32D000,28.9,
2019,32H000,67.3,
2019,32K000,29.6,
2019,32L000,9.8,
2019,32M000,85.6,
2019,32N000,5.0,2.0
2019,32P000,51.4,
2019,32Q000,21.1,
2019,32R000,7.5,
2019,32S000,70.1,
2019,330304,60.3,
2019,330308,50.1,
2019,330312,61.2,
2019,330326,24.6,
2019,330328,55.5,
2019,330332,64.9,
2019,330334,71.7,
2019,330340,46.6,
2019,330344,65.3,
2019,330348,55.4,
2019,330350,41.8,
2019,330354,66.2,
2019,330358,48.9,
2019,330360,44.3,
2019,33A000,61.2,
2019,340308,81.5,
2019,340311,26.0,
2019,340314,63.1,
2019,340320,45.0,
2019,340326,39.1,
2019,340330,69.2,
2019,340332,,3.0
2019,340334,43.4,
2019,340336,36.6,
2019,340344,53.7,
2019,340348,21.0,
2019,340350,48.2,
2019,340351,87.8,
2019,340354,17.4,
2019,340362,18.2,
2019,340364,36.0,
2019,340366,51.8,
2019,340368,70.4,
2019,340372,48.0,
2019,340376,71.0,
2019,340380,63.5,
2019,340382,54.2,
2019,340384,53.8,
2019,340385,77.4,
2019,340390,64.3,
2019,340392,37.1,
2019,340398,,3.0
2019,340400,69.2,
2019,340403,32.1,
2019,340406,33.0,
2019,340416,51.3,
2019,340420,41.6,
2019,340424,79.3,
2019,340426,39.3,
2019,340427,76.2,
2019,340428,58.7,
2019,340430,66.7,
2019,340432,23.1,
2019,340436,67.9,
2019,340440,22.4,
2019,340442,20.1,
2019,340446,14.6,
2019,340448,64.5,
2019,340452,67.9,
2019,340453,47.2,
2019,340454,45.2,
2019,340457,40.3,
2019,340460,44.7,
2019,340462,79.7,
2019,340464,45.9,
2019,340472,51.3,
2019,340476,61.0,
2019,340480,51.8,
2019,340486,46.3,
2019,340488,52.4,
2019,340490,80.0,
2019,340492,72.4,
2019,340494,32.7,
2019,340495,22.1,
2019,340496,45.7,
2019,340504,60.6,
2019,340508,52.2,
2019,340512,15.6,
2019,340514,40.6,
2019,340516,51.8,
2019,340520,59.3,
2019,340528,32.4,
2019,340530,50.3,
2019,340531,67.2,
2019,340532,56.4,
2019,340536,18.7,
2019,340540,45.0,
2019,340542,49.3,
2019,340544,67.0,
2019,340548,67.2,
2019,340556,24.5,
2019,340560,15.7,
2019,340564,47.6,
2019,340568,70.9,
2019,34B000,66.1,
2019,34D000,67.3,
2019,34F000,81.9,
2019,34G000,9.9,
2019,34H000,5.0,2.0
2019,34Z000,5.0,2.0
2019,350304,71.0,
2019,350308,53.1,
2019,350310,62.9,
2019,350312,52.9,
2019,350316,67.6,
2019,350317,43.6,
2019,350318,79.3,
2019,350321,42.3,
2019,350324,68.3,
2019,350330,78.1,
2019,350331,58.8,
2019,350332,85.2,
2019,350336,56.5,
2019,350338,71.9,
2019,350339,73.4,
2019,350340,45.2,
2019,35A000,25.9,
2019,35B000,5.0,2.0
2019,360310,60.7,
2019,360320,27.6,
2019,360324,31.1,
2019,360332,60.2,
2019,360336,63.6,
2019,360337,36.4,
2019,360338,61.0,
2019,360339,51.6,
2019,360340,47.4,
2019,360344,47.8,
2019,360348,55.0,
2019,360352,50.5,
2019,360360,47.3,
2019,360364,59.4,
2019,360372,55.2,
2019,360376,49.5,
2019,360378,37.3,
2019,360380,24.1,
2019,360390,39.3,
2019,360392,64.3,
2019,360394,58.8,
2019,360396,34.1,
2019,360400,44.5,
2019,360408,55.5,
2019,360418,24.7,
2019,360420,27.9,
2019,360426,65.3,
2019,360428,71.2,
2019,360430,24.1,
2019,360431,57.8,
2019,360432,54.9,
2019,360436,51.2,
2019,360438,72.8,
2019,360440,60.3,
2019,360448,55.0,
2019,360456,44.2,
2019,360464,27.3,
2019,360468,42.8,
2019,360470,49.5,
2019,360478,43.7,
2019,360480,48.1,
2019,360482,50.7,
2019,360488,49.2,
2019,360490,76.1,
2019,360492,63.2,
2019,360494,23.7,
2019,360498,49.2,
2019,360499,37.6,
2019,360500,45.9,
2019,360504,47.6,
2019,360510,33.3,
2019,360514,53.7,
2019,360520,70.2,
2019,360526,60.9,
2019,360550,5.0,2.0
2019,36B000,18.3,
2019,36C000,15.0,
2019,370304,52.4,
2019,370308,49.0,
2019,370312,45.4,
2019,370316,61.3,
2019,370324,51.8,
2019,380306,68.4,
2019,380308,52.5,
2019,380310,63.9,
2019,390309,69.6,
2019,390311,72.0,
2019,390312,78.6,
2019,390314,78.0,
2019,390316,76.2,
2019,390320,39.5,
2019,390321,38.6,
2019,390322,55.1,
2019,390323,35.7,
2019,390324,71.1,
2019,390331,76.0,
2019,390333,55.1,
2019,390334,76.8,
2019,390336,65.9,
2019,390352,38.5,
2019,390360,65.0,
2019,390362,44.4,
2019,390364,86.3,
2019,390368,44.7,
2019,390700,42.8,
2019,39A000,8.2,
2019,39B000,9.0,
2019,400308,64.9,
2019,400312,70.1,
2019,400315,56.7,
2019,400318,72.9,
2019,400321,71.8,
2019,400332,76.1,
2019,410304,37.7,
2019,410307,55.0,
2019,410310,58.0,
2019,410311,41.4,
2019,410313,52.5,
2019,410316,59.5,
2019,410319,60.3,
2019,410322,54.5,
2019,410325,58.2,
2019,410326,46.8,
2019,410328,81.3,
2019,410331,74.3,
2019,410334,70.9,
2019,410337,39.8,
2019,410340,65.7,
2019,410341,16.9,
2019,410343,35.1,
2019,410346,32.5,
2019,410349,82.0,
2019,410355,63.4,
2019,410358,63.8,
2019,410361,78.5,
2019,410364,77.2,
2019,410366,79.0,
2019,410367,59.7,
2019,410370,41.8,
2019,410373,67.2,
2019,410376,69.3,
2019,410379,64.4,
2019,410382,52.3,
2019,410385,77.2,
2019,410388,38.3,
2019,410390,38.7,
2019,410391,65.5,
2019,410394,40.1,
2019,410395,6.0,
2019,410397,76.4,
2019,410398,40.8,
2019,410399,48.9,
2019,410400,51.5,
2019,410401,42.9,
2019,410402,78.3,
2019,410403,76.4,
2019,410406,65.2,
2019,410407,38.4,
2019,410408,45.7,
2019,410409,66.7,
2019,410412,53.8,
2019,410415,66.4,
2019,410418,49.8,
2019,410421,58.9,
2019,410423,48.1,
2019,410424,34.8,
2019,410427,60.5,
2019,410430,48.7,
2019,410436,55.7,
2019,410437,25.9,
2019,410439,74.5,
2019,410442,57.3,
2019,410448,56.8,
2019,410451,54.1,
2019,410454,71.7,
2019,410457,72.1,
2019,410458,32.6,
2019,410460,45.7,
2019,410461,49.9,
2019,410462,64.4,
2019,410463,57.8,
2019,410464,58.6,
2019,410466,40.9,
2019,410469,67.4,
2019,410472,69.1,
2019,410478,70.5,
2019,410481,42.0,
2019,410483,54.9,
2019,410484,74.3,
2019,410486,11.6,
2019,410487,55.0,
2019,410488,25.4,
2019,410489,16.0,
2019,410490,11.8,
2019,410491,18.3,
2019,410493,12.1,
2019,410496,59.5,
2019,410499,60.2,
2019,410502,9.2,
2019,410505,64.0,
2019,410508,47.6,
2019,410511,82.1,
2019,410514,78.0,
2019,410517,68.0,
2019,410522,59.9,
2019,410523,46.4,
2019,410529,53.5,
2019,410530,72.3,
2019,410532,71.4,
2019,410533,63.5,
2019,410534,70.0,
2019,410535,58.5,
2019,410538,60.9,
2019,410541,57.8,
2019,410542,80.3,
2019,410544,58.6,
2019,410545,80.0,
2019,410547,37.6,
2019,410550,46.7,
2019,410553,68.1,
2019,410556,73.2,
2019,410559,21.4,
2019,410562,39.1,
2019,410565,46.7,
2019,410568,15.3,
2019,410569,28.3,
2019,410571,20.1,
2019,410574,19.3,
2019,410577,63.8,
2019,410578,74.3,
2019,410579,53.5,
2019,410580,63.5,
2019,410583,67.8,
2019,410586,73.8,
2019,410589,17.3,
2019,410592,65.3,
2019,410595,50.9,
2019,410598,85.9,
2019,41B000,7.6,
2019,41C000,63.9,
2019,41D000,19.8,
2019,41F000,62.6,
2019,41G000,11.4,
2019,41H000,62.0,
2019,41J000,14.0,
2019,41K000,22.6,
2019,41L000,67.2,
2019,41M000,49.2,
2019,41N000,18.7,
2019,420304,69.5,
2019,420316,76.6,
2019,420324,72.0,
2019,420328,71.2,
2019,420336,59.4,
2019,420340,73.5,
2019,420346,57.4,
2019,420348,68.8,
2019,420358,64.2,
2019,420376,61.5,
2019,421304,80.4,
2019,421306,64.8,
2019,421316,52.8,
2019,421328,62.8,
2019,421336,51.4,
2019,422310,30.0,
2019,422314,71.3,
2019,422315,63.7,
2019,422318,70.9,
2019,42A000,61.2,
2019,430304,57.1,
2019,430308,73.5,
2019,430312,42.2,
2019,430316,69.3,
2019,430320,42.3,
2019,430328,64.3,
2019,430330,64.1,
2019,430332,67.9,
2019,430336,58.4,
2019,430340,67.3,
2019,430341,38.3,
2019,430344,70.1,
2019,430345,74.9,
2019,430346,49.2,
2019,430347,59.3,
2019,430348,63.3,
2019,430349,40.4,
2019,430351,58.3,
2019,430352,37.7,
2019,430358,59.2,
2019,430368,73.8,
2019,430369,52.5,
2019,430370,57.5,
2019,430371,43.9,
2019,430376,65.4,
2019,430378,58.8,
2019,430380,71.2,
2019,430384,50.1,
2019,430386,51.9,
2019,43C000,5.6,
2019,440314,51.8,
2019,440318,51.7,
2019,440320,59.3,
2019,440326,53.1,
2019,440328,46.2,
2019,440332,41.7,
2019,440346,45.1,
2019,440348,45.4,
2019,440349,57.2,
2019,440350,49.7,
2019,440364,59.0,
2019,440368,48.9,
2019,440378,40.9,
2019,440390,39.3,
2019,440396,48.3,
2019,44A000,22.1,
2019,450301,69.4,
2019,450302,43.3,
2019,450306,66.9,
2019,450307,62.4,
2019,450308,78.0,
2019,450316,49.4,
2019,450322,70.8,
2019,450324,48.1,
2019,450328,64.3,
2019,450332,43.1,
2019,450333,34.4,
2019,450334,35.8,
2019,450335,46.1,
2019,450336,67.9,
2019,450339,22.9,
2019,450340,35.4,
2019,450341,53.7,
2019,450342,35.3,
2019,450343,69.1,
2019,450344,46.4,
2019,450346,76.0,
2019,450352,27.8,
2019,450354,44.6,
2019,45A000,12.1,
2019,45B000,13.7,
2019,460308,63.7,
2019,460312,64.6,
2019,460318,58.2,
2019,460320,55.2,
2019,460322,28.8,
2019,460332,66.3,
2019,460340,37.3,
2019,470310,52.5,
2019,470312,71.5,
2019,470316,71.9,
2019,470320,70.1,
2019,470328,59.4,
2019,470330,80.1,
2019,470332,69.8,
2019,470336,69.6,
2019,470340,41.2,
2019,470342,84.3,
2019,470346,64.7,
2019,470441,76.0,
2019,470442,60.1,
2019,470443,53.7,
2019,480306,71.0,
2019,480316,65.5,
2019,480318,59.5,
2019,490307,28.9,
2019,490308,14.9,
2019,490310,6.3,
2019,490312,59.8,
2019,490316,33.8,
2019,490318,22.0,
2019,490319,64.2,
2019,490320,25.0,
2019,490324,45.1,
2019,490326,62.7,
2019,490327,73.3,
2019,490332,59.2,
2019,490335,8.5,
2019,490336,10.7,
2019,490337,15.2,
2019,490338,25.0,
2019,490344,5.0,2.0
2019,490345,87.9,
2019,490346,41.2,
2019,490347,25.6,
2019,490348,62.2,
2019,490349,45.6,
2019,490350,63.5,
2019,490352,82.2,
2019,490354,62.5,
2019,490355,38.0,
2019,490356,49.1,
2019,490360,36.4,
2019,490362,23.0,
2019,490363,73.3,
2019,490364,42.1,
2019,490366,47.1,
2019,490368,49.4,
2019,490380,48.1,
2019,490384,60.6,
2019,490390,7.1,
2019,491303,39.7,
2019,491305,,3.0
